covered,criteria
t,N/A
t,N/A
f,N/A
f,N/A
t,"Medically Necessary:

Melanoma (cutaneous and uveal):
Ipilimumab is considered medically necessary for the treatment of unresectable or metastatic melanoma when the following criteria are met:
An individual has an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2 and meets criteria under either “B” or “C”.
Ipilimumab is used in combination with nivolumab as:
First-line therapy; or
Second-line or subsequent therapy for disease progression if nivolumab was not previously used; or
Ipilimumab is used as a single agent for one of the following:
First line therapy as a single course of 4 treatments; or
Second-line or subsequent lines of therapy as a single course of 4 treatments; or
Retreatment, consisting of a 4-dose limit, for an individual who had no significant systemic toxicity during prior ipilimumab therapy, and whose disease progressed after being stable for greater than 6 months following completion of a prior course of ipilimumab, and for whom no intervening therapy has been administered.
Ipilimumab is considered medically necessary for the adjuvant treatment of melanoma in individuals with pathologic involvement of regional lymph nodes of more than 1 mm who have undergone complete resection, including lymphadenectomy.

Renal Cell Carcinoma (RCC):
The use of ipilimumab is considered medically necessary for the treatment of individuals with intermediate- or poor-risk, advanced RCC when all the following criteria are met:
Ipilimumab is used in combination with nivolumab, as first-line therapy for previously untreated RCC;
Ipilimumab is used in subsequent therapy with nivolumab if no checkpoint blockade (PD-1, PD-L1, or CTLA-4) antibody treatment has been previously administered; and
Histologic confirmation of RCC with clear-cell component; and
Current ECOG performance status 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Small Cell Lung Cancer:
Ipilimumab is considered medically necessary for the treatment of individuals with small cell lung cancer when the following criteria are met:
An individual has an ECOG performance status of 0-2; and
Ipilimumab is used in combination with nivolumab as subsequent therapy for one of the following:
Demonstrated disease relapse within 6 months following complete or partial response or stable disease with initial treatment; or
No response with initial treatment; or
Primary progressive disease.

Investigational and Not Medically Necessary:

Ipilimumab is considered investigational and not medically necessary if the individual has an autoimmune disease which requires treatment with immunosuppressant drugs.

Ipilimumab is considered investigational and not medically necessary when the above criteria are not met and for all other indications including, but not limited to: non-small cell lung cancer, prostate cancer, and pancreatic cancer."
t,N/A
t,N/A
t,"Requests for Mekinist (trametinib) may be approved if the following criteria are met:
 
 I. Individual is using as monotherapy or in combination with dabrafenib for unresectable or metastatic melanoma; AND
 II. Disease has BRAF V600E or V600K mutation and results are provided;
  OR
 III. Individual is using in combination with dabrafenib for metastatic Non-Small Cell Lung Cancer (NSCLC); AND
 IV. Disease has BRAF V600E mutation and results are provided.
 
 Note: Mekinist is not indicated for treatment of individuals with melanoma who have progressed on prior BRAF-inhibitor therapy.

PA Form applies to Commercial plans only."
t,"Covered Uses: 
All medically accepted indications not otherwise excluded from Part D.

Coverage Duration:
12 months"
t,"Xyrem
 
 Covered Uses 
 All medically accepted indications not otherwise excluded from Part D.
 
 Exclusion Criteria 
 N/A
 
 Required Medical Information 
 
 Narcolepsy with cataplexy (Narcolepsy Type 1)(initial): Diagnosis of narcolepsy as confirmed by sleep study (unless the prescriber provides justification confirming that a sleep study would not be feasible), AND symptoms of cataplexy are present, AND symptoms of excessive daytime sleepiness (eg, irrepressible need to sleep or daytime lapses into sleep) are present. 
 
 Narcolepsy without cataplexy (Narcolepsy Type 2)(initial): Diagnosis of narcolepsy as confirmed by sleep study (unless the prescriber provides justification confirming that a sleep study would not be feasible), AND symptoms of cataplexy are absent, AND symptoms of excessive daytime sleepiness (eg, irrepressible need to sleep or daytime lapses into sleep) are present, AND Trial and failure, contraindication, or intolerance to one of the following: 1) amphetamine-based stimulant (eg, amphetamine, dextroamphetamine), OR 2) methylphenidate-based stimulant. 
 
 Age Restrictions 
 N/A
 
 Prescriber Restrictions 
 N/A
 
 Coverage Duration 
 Initial: 6 months. 
 Reauth: plan year
 
 Other Criteria 
 
 Narcolepsy Type 1 (reauth): Documentation demonstrating a reduction in the frequency of cataplexy attacks associated with Xyrem therapy, OR documentation demonstrating a reduction in symptoms of excessive daytime sleepiness associated with Xyrem therapy. 
 
 Narcolepsy Type 2 (reauth): Documentation demonstrating a reduction in symptoms of excessive daytime sleepiness associated with Xyrem therapy."
t,"Ipilimumab (Yervoy®) is considered medically necessary and, therefore, covered when the Dosing and Frequency Requirements listed in Attachment A and the following indications are met:

BRAIN METASTASES 
As single-agent therapy or in combination with nivolumab (Opdivo®) for metastatic brain lesions in one of the following scenarios, if active against the primary tumor (melanoma).
Limited (1-3) metastatic lesions, when individual has recurrent disease
Multiple (more than 3) metastatic lesions, when individual has recurrent stable systemic disease

MELANOMA (METASTATIC OR UNRESECTABLE)
For metastatic or unresectable disease, in individuals ages 12 years and older, that occurs in one of the following scenarios:
First-line therapy in combination with nivolumab (Opdivo®) as an National Comprehensive Cancer Network (NCCN)-preferred regimen
First-line therapy as a single agent, when the individual has a documented failure, contraindication, or intolerance to nivolumab (Opdivo®)
Second-line or subsequent therapy as a single agent or in combination with nivolumab (Opdivo®) after disease progression or maximum clinical benefit from BRAF targeted therapy if anti-PD-1 therapy not previously used
Second-line or subsequent therapy after disease progression or maximum clinical benefit from BRAF targeted therapy if prior anti-PD-1 therapy resulted in disease control (complete response, partial response, or stable disease) and no residual toxicity, and disease progression/relapse occurred > 3 months after treatment discontinuation

MELANOMA (ADJUVANT TREATMENT AFTER COMPLETE RESECTION)
As a high-dose single agent for the adjuvant treatment of cutaneous melanoma with pathologic involvement of regional lymph nodes when the individual has a documented failure, contraindication, or intolerance to nivolumab (Opdivo®)* and when the following criteria are met:
Stage IIIA, B/C sentinel lymph node positive metastasis > 1 mm following active nodal basin surveillance or complete lymph node dissection (CLND)
Stage III disease with clinically positive node(s) following wide excision of primary tumor and a complete therapeutic lymph node dissection
Following CLND and/ or complete resection of nodal recurrence

*The National Comprehensive Cancer Network (NCCN) recommends nivolumab (Opdivo®) as the preferred adjuvant immunotherapy regimen for treatment for resected stage III (clinically positive nodes), IIIA and IIIB/C (sentinel node positive) melanoma.

RENAL CELL CARINCOMA (RCC)
For individuals with intermediate or poor risk, previously untreated advanced renal cell carcinoma, in combination with nivolumab (Opdivo®). 

SMALL CELL LUNG CANCER (SCLC)
For use in combination with nivolumab (Opdivo®) as subsequent systemic therapy in individuals with performance status 0-2, for the treatment of primary progressive small cell lung cancer, or for relapse within 6 months following complete or partial response or stable disease with initial treatment.

EXPERIMENTAL/INVESTIGATIONAL

All other uses of ipilimumab (Yervoy®) are considered experimental/investigational and, therefore, not covered unless the indication is supported as an accepted off-label use, as defined in the medical policy on off-label coverage for prescription drugs and biologics."
t,"Sodium Oxybate
 • Diagnosis of narcolepsy with cataplexy (ICD-9 347.01; ICD-10 G47.411, G47.421) and
 • Trial and failure of Provigil or Nuvigil
 • Documented compliance on current therapy regimen"
t,"V. Sublocade (buprenorphine extended-release) injection for subcutaneous use is medically necessary when
the following criteria have been met:
A. The member has a diagnosis of opioid dependence and meets DSM-5 criteria for moderate or severe
opioid use disorder, AND
B. The member does not have a current diagnosis other than opioid use disorder requiring chronic opioid
Horizon BCBS New Jersey
treatment, AND
C. The member does not meet DSM-5 criteria for moderate or severe alcohol use disorder, AND
D. The member has initiated treatment on a transmucosal buprenorphine-containing product delivering
the equivalent of 8 to 24 mg of buprenorphine daily for a minimum of 7 days, AND
[INFORMATIONAL NOTE: One SUBOXONE® (buprenorphine and naloxone) 8 mg/2 mg sublingual
tablet provides equivalent buprenorphine exposure to one SUBUTEX® (buprenorphine HCl) 8 mg
sublingual tablet or one Bunavail® (buprenorphine and naloxone) 4.2mg/0.7 mg buccal film or one
Zubsolv® (buprenorphine and naloxone) 5.7 mg/1.4 mg sublingual tablet.]
E. The member will not be on a transmucosal buprenorphine-containing product in addition to the
requested agent, AND
F. Buprenorphine, extended-release subcutaneous injection is used as part of a comprehensive
substance use disorder treatment program that includes counseling and psychosocial support, AND
G. The member is abstinent from illicit drug use (includes all addictive substances) confirmed by a urine
drug screen, AND
H. The prescriber meets the qualification certification criteria in the Drug Addiction Treatment Act (DATA)
of 2000 and has been issued a unique DEA identification number by the DEA, indicating that he/she is a
qualified physician under the DATA to prescribe buprenorphine, AND
I. The prescriber has reviewed the patient’s records in the state’s prescription drug monitoring program
(PDMP) as attestation that, to the best of the provider’s knowledge, the patient is not diverting the
requested medication, AND
J. One of the following:
1. The member is not currently taking an opioid agent, including tramadol and tapentadol, OR
2. If the member is receiving any other opioid medication, including tramadol and tapentadol, the
prescriber has submitted information supporting the medical necessity of the opioid, including the
specific pain that the current opioid is being used to treat and the expected duration of therapy with
the opioid (e.g., dental procedure with dates, surgery with dates, acute injury with dates), AND
K. One of the following:
1. The patient is not currently taking other addictive medications (e.g. muscle relaxants,
benzodiazepines, sedative/hypnotics, non-prescription drugs of abuse or alcohol), OR
2. The prescriber has submitted documentation indicating benefits of treatment/use of the listed
prescription agents outweighs risk associated with concomitant buprenorphine use, AND
L. The member does not have any FDA labeled contraindication(s) to therapy with the requested agent.
(Contraindication includes hypersensitivity to buprenorphine or any component of the ATRIGEL® delivery
system.)
VI. When Sublocade (buprenorphine, extended-release) injection for subcutaneous use is medically necessary,
the initial treatment will be approved for 6 months at the following FDA-approved dosing:
A. 300 mg of Sublocade monthly for the first two months followed by a maintenance dose of 100 mg
monthly, injected subcutaneously in the abdominal region
VII. If the request for Sublocade (buprenorphine, extended-release) injection for subcutaneous use is a renewal
request, Sublocade will be approved for 12 months when the following criteria are met:
A. Periodic assessment is done by the prescriber to evaluate the patient for injection site infections or
evidence of tampering or attempts to remove the depot.
B. Periodic assessment is done by the prescriber to evaluate the effectiveness of this drug, the member’s
overall treatment plan, and overall patient progress."
t,"Cotellic

Covered Uses 
ALL FDA APPROVED INDICATIONS NOT OTHERWISE EXCLUDED FROM PART D. 

Exclusion Criteria 

Required Medical Information 

Age Restrictions

Prescriber Restrictions 

Coverage Duration 
12 MONTHS

Other Criteria"
t,"Aetna considers Sublocade (buprenorphine), once-monthly injectable, medically necessary for the treatment of moderate-to-severe opioid use disorder (OUD) in persons who have initiated treatment with a transmucosal buprenorphine-containing product and have been on a stable dose of buprenorphine treatment for a minimum of seven days, when Sublocade is used as part of a complete treatment program that includes counseling and psychosocial support.

Aetna considers buprenorphine implant and once-monthly injectable experimental and investigational for all other indications."
t,"Covered Uses:
All FDA-approved indications not otherwise excluded from Part D

Required Medical Information:
Previous therapies tried, presence of BRAF V600E or V600K mutation confirmed by an FDA approved test.

Age Restrictions:
18 years and older

Prescriber Restrictions:
Prescribed by, or in consultation with, an Oncologist

Coverage Duration: 
12 months

Other Criteria:
Melanoma - being prescribed in combination with vemurafenib"
t,"Personal long-term use of continuous interstitial glucose monitoring devices as an adjunct to standard care is considered medically necessary for any of the following:

Adults (greater than or equal to 25 years old) with type 1 diabetes who meet the following criteria:
- Inadequate glycemic control, demonstrated by HbA1c measurements between 7.0% and 10.0%, despite:
- Compliance with frequent self-monitoring (at least 4 times per day); and
- Multiple alterations in self-monitoring and insulin administration regimens to optimize care; and
- Insulin injections are required 3 or more times per day or a medically necessary insulin pump is used for maintenance of blood sugar control; or

Individuals, regardless of age, with type 1 diabetes who meet the following criteria:
- Recurring episodes of severe hypoglycemia (less than 50 mg/dL); and
- Inadequate glycemic control despite:
- Compliance with frequent self-monitoring (at least 4 times per day); and
- Multiple alterations in self-monitoring and insulin administration regimens to optimize care; and
- Insulin injections are required 3 or more times per day or a medically necessary insulin pump is used for maintenance of blood sugar control; or

Individuals with type 1 diabetes who are pregnant, during the course of the pregnancy, who meet the following criteria:
- Inadequate glycemic control despite compliance with frequent self-monitoring (at least 4 times per day) and including fasting hyperglycemia (greater than 150 mg/dL) or with recurring episodes of severe hypoglycemia (less than 50 mg/dL).  This poor control is in spite of compliance with multiple alterations in self-monitoring and insulin administration regimens to optimize care; and
- Insulin injections are required 3 or more times per day or a medically necessary insulin pump is used for maintenance of blood sugar control; and
- Four or more fingersticks are required per day.

Use of continuous interstitial glucose monitoring devices is considered not medically necessary for all other indications, including but not limited to:

When the criteria above have not been met. Individuals with type 2 diabetes."
t,"Oncology agents are approved when ONE of the following inclusion criteria is met:
 A. Drug is FDA approved for indication and regimen requested, including confirmation by genetic and/or biomarker testing when appropriate; OR
 B. The indication and regimen"
t,"Medically Necessary:

Colorectal Cancer:
The use of pembrolizumab is considered medically necessary for the treatment of individuals with colorectal cancer when all the following criteria are met:
Being used as a single agent; and
Individual meets one of the following criteria:
Primary treatment as a single agent for unresectable metachronous metastases (defective mismatch repair/high microsatellite instability [dMMR/MSIH] only) and previous adjuvant FOLFOX (fluorouracil, leucovorin, and oxaliplatin) or CapeOX (capecitabine and oxaliplatin) within the past 12 months; or
Subsequent therapy as a single agent (if nivolumab or pembrolizumab not previously given) for unresectable advanced or metastatic disease (dMMR/MSIH only) following previous treatment with one of the following:
Oxaliplatin-irinotecan and fluoropyrimidine-based therapy; or
Oxaliplatin-irinotecan; and
Has not received another PD-1 agent (for example, nivolumab); and
Current Eastern Cooperative Oncology Group (ECOG) performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Gastric or Gastroesophageal Junction Adenocarcinoma:
The use of pembrolizumab is considered medically necessary for the treatment of individuals with recurrent locally advanced or metastatic gastric or gastroesophageal junction adenocarcinoma when the following criteria are met:
Being used as a single agent; and
Tumor with PD-L1 gene expression with Combined Positive Score (CPS) of greater than or equal to 1; and
Has demonstrated disease progression on or after two or more prior lines of therapy including fluoropyrimidine and platinum-containing chemotherapy, if appropriate HER2/neu-targeted therapy; and
Has not received treatment with another PD-1 agent (for example, nivolumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Head and Neck Squamous Cell Carcinoma (HNSCC):
The use of pembrolizumab is considered medically necessary for the treatment of individuals with recurrent, unresectable or metastatic HNSCC when all the following criteria are met:
Being used as a single agent; and
Has demonstrated disease progression on or after platinum-containing chemotherapy; and
Has not received treatment with another PD-1 agent (for example, nivolumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Hodgkin Lymphoma:
The use of pembrolizumab is considered medically necessary for the treatment of individuals with relapsed or refractory Hodgkin lymphoma except for those with lymphocyte-predominant Hodgkin lymphoma.

Malignant Pleural Mesothelioma:
The use of pembrolizumab as a single agent is considered medically necessary for the treatment of individuals with malignant pleural mesothelioma when the following criteria are met:
Being used as subsequent therapy; or
Individual is ineligible for platinum-based chemotherapy, defined as having one or more of the following risk factors for platinum-based chemotherapy toxicity:
ECOG performance status equal to 2;
Glomerular filtration rate less than 60mL/min;
Hearing loss (measured at audiometry) of 25dB at two contiguous frequencies;
Grade 2 or greater peripheral neuropathy; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, nivolumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Melanoma (Cutaneous and Uveal):
The use of pembrolizumab is considered medically necessary for the treatment of individuals with melanoma when all the following criteria are met:
Being used as a single agent; and
Presence of unresectable or metastatic melanoma; and
Treatment meets one of the following criteria:
Used as first-line therapy in untreated disease; or
Used as second-line or subsequent therapy for documented disease progression while receiving or since completing most recent therapy; and
Current Eastern Cooperative Oncology Group (ECOG) performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, nivolumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Merkel Cell Carcinoma (MCC):
The use of pembrolizumab is considered medically necessary for the treatment of individuals with MCC when all the following criteria are met:
Being used as a single agent; and
Presence of metastatic or recurrent locoregional MCC determined to be not amenable to definitive surgery or radiation therapy; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, nivolumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Non-Small Cell Lung Cancer:
The use of pembrolizumab is considered medically necessary for the first-line treatment of advanced (metastatic) non-small cell lung cancer (NSCLC) when all the following criteria are met:
Being used as a single agent; and
Cytologically confirmed stage IV NSCLC; and
Tumor expresses PD-L1 gene on at least 50% of tumor cells; and
No sensitizing epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) translocations in nonsquamous carcinoma; and
Has not received another PD-1 agent (for example, nivolumab) and has not undergone previous systemic therapy for metastatic disease; and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease, chronic condition or interstitial lung disease with a systemic immunosuppressant.
The use of pembrolizumab is considered medically necessary for the first-line treatment of advanced or metastatic nonsquamous NSCLC when all the following criteria are met:
Being used in combination with pemetrexed and a platinum agent; and
Cytologically confirmed stage IIIb or IV NSCLC; and
No sensitizing epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) translocations; and
Has not received another PD-1 agent (for example, nivolumab) and has not undergone previous systemic therapy for metastatic disease; and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease, chronic condition or interstitial lung disease with a systemic immunosuppressant.
The use of pembrolizumab is considered medically necessary for the treatment of metastatic NSCLC as a second or subsequent line of therapy when all the following criteria are met:
Being used as a single agent; and
Tumor with PD-L1 gene expression level greater than or equal to 1% with demonstrated disease progression on or after platinum-containing chemotherapy; and
When anaplastic lymphoma kinase (ALK) or epidermal growth factor receptor (EGFR) genomic tumor aberrations are present, must have demonstrated disease progression on U.S. Food and Drug Administration (FDA) approved therapy for the aberrations prior to receiving pembrolizumab; and
Has not received another PD-1 agent (for example, nivolumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease, chronic condition or interstitial lung disease with a systemic immunosuppressant.

Solid Tumors:
The use of pembrolizumab is considered medically necessary for the treatment of individuals with unresectable or metastatic solid tumors (dMMR/MSIH only) when all the following criteria are met:
Being used as a single agent; and
Demonstrated disease progression following prior treatment with no other satisfactory alternative treatment options; and
Has not received another PD-1 agent (for example, nivolumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Urothelial Carcinoma:
The use of pembrolizumab is considered medically necessary for the treatment of locally advanced or metastatic urothelial carcinoma when all the following criteria are met:
Being used as a single agent; and
Treatment meets one of the following criteria:
Individual not eligible for cisplatin-containing chemotherapy; or
Has demonstrated disease progression on or after platinum-containing chemotherapy; or
Has demonstrated disease progression within 12 months of neoadjuvant or adjuvant treatment with platinum-containing chemotherapy; and
Has not received another PD-1 agent (for example, nivolumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Investigational and Not Medically Necessary:
The use of pembrolizumab is considered investigational and not medically necessary when the above criteria are not met, including but not limited to any of the following:
Presence of human immunodeficiency virus (HIV) infection, hepatitis B virus infection, or hepatitis C virus infection; or
The reason for treatment is other than for a diagnosis with accompanied criteria noted above."
t,"Medically Necessary:

Colorectal Cancer:
The use of nivolumab is considered medically necessary for the treatment of individuals with colorectal cancer when all the following criteria are met:
Being used as a single agent; and
Individual meets one of the following criteria:
Primary treatment as a single agent for unresectable metachronous metastases (defective mismatch repair/high microsatellite instability [dMMR/MSIH] only) and previous adjuvant FOLFOX (fluorouracil, leucovorin, and oxaliplatin) or CapeOX (capecitabine and oxaliplatin) within the past 12 months; or
Subsequent therapy as a single agent (if nivolumab or pembrolizumab not previously given) for unresectable advanced or metastatic disease (defective mismatch repair/high microsatellite instability [dMMR/MSIH] only) following previous treatment with oxaliplatin-irinotecan; and
Has not received another PD-1 agent (for example, pembrolizumab); and
Current Eastern Cooperative Oncology Group (ECOG) performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Hepatocellular Carcinoma:
The use of nivolumab is considered medically necessary for the treatment of individuals with advanced hepatocellular carcinoma when the following criteria are met:
Nivolumab is used as a single agent; and
Demonstrated disease progression on or had intolerance to sorafenib; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Hodgkin Lymphoma:
The use of nivolumab is considered medically necessary for the treatment of individuals with relapsed or refractory Hodgkin lymphoma except for those with lymphocyte-predominant Hodgkin lymphoma.

Malignant Pleural Mesothelioma:
The use of nivolumab as a single agent is considered medically necessary for the treatment of individuals with malignant pleural mesothelioma when the following criteria are met:
Being used as subsequent therapy; or
Individual is ineligible for platinum-based chemotherapy, defined as having one or more of the following risk factors for platinum-based chemotherapy toxicity:
ECOG performance status equal to 2;
Glomerular filtration rate less than 60 mL/min;
Hearing loss (measured at audiometry) of 25 dB at two contiguous frequencies;
Grade 2 or greater peripheral neuropathy; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Melanoma (Cutaneous and Uveal):
The use of nivolumab is considered medically necessary for the treatment of individuals with unresectable or metastatic melanoma when the following criteria are met:
Nivolumab is used as a single agent, or in combination with ipilimumab, as first-line therapy for untreated melanoma; or
Nivolumab is used as a single agent, or in combination with ipilimumab as second-line or subsequent therapy for documented disease progression while receiving or since completing most recent therapy, if PD-1 agent not previously used; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.
The use of nivolumab as a single agent is considered medically necessary for up to 12 months of adjuvant therapy for the treatment of individuals with resected advanced melanoma when the following criteria are met:
The individual has resected stage IIIB, IIIC or stage IV disease; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Merkel Cell Carcinoma (MCC):
The use of nivolumab is considered medically necessary for the treatment of individuals with MCC when all the following criteria are met:
Being used as a single agent; and
Presence of metastatic or recurrent locoregional MCC determined to be not amenable to definitive surgery or radiation therapy; and
Current ECOG performance status of 0-2; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Non-Small Cell Lung Cancer (NSCLC): 
The use of nivolumab is considered medically necessary for the treatment of individuals with metastatic NSCLC when all the following criteria are met:
Being used as a single agent; and
Demonstrated disease progression on or after platinum-containing chemotherapy; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease, chronic condition or interstitial lung disease with a systemic immunosuppressant.

Renal Cell Carcinoma (RCC):
The use of nivolumab is considered medically necessary for the treatment of individuals with advanced or metastatic RCC when all the following criteria are met:
Being used as a single agent; and
Histologic confirmation of RCC with clear-cell component; and
Demonstrated progression after one or two prior anti-angiogenic regimens (for example, axitinib, bevacizumab, pazopanib, sorafenib, sunitinib, etc.) for treatment of advanced or metastatic disease; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Current ECOG performance status 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.
The use of nivolumab is considered medically necessary for the treatment of individuals with intermediate- or poor-risk, advanced RCC when all the following criteria are met:
Nivolumab is  used in combination with ipilimumab, as first-line therapy for previously untreated RCC; or
Nivolumab is used in combination with ipilimumab if no checkpoint blockade (PD-1, PD-L1, or CTLA-4) antibody treatment has been previously administered; and
Histologic confirmation of RCC with clear-cell component; and
Current ECOG performance status 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Squamous Cell Carcinoma of the Head and Neck (SCCHN):
The use of nivolumab is considered medically necessary for the treatment of individuals with recurrent, unresectable or metastatic SCCHN when all the following criteria are met:
Being used as a single agent; and
Has demonstrated disease progression on or after platinum-containing chemotherapy; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Small Cell Lung Cancer (SCLC):
The use of nivolumab is considered medically necessary for the treatment of individuals with small cell lung cancer when the following criteria are met:
Nivolumab is used as a single agent, or in combination with ipilimumab, as subsequent therapy and individual meets one of the following:
Demonstrated disease relapse within 6 months following complete or partial response or stable disease with initial treatment; or
No response with initial treatment; or
Primary progressive disease; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease, chronic condition or interstitial lung disease with a systemic immunosuppressant.

Urothelial Carcinoma:
The use of nivolumab is considered medically necessary for the treatment of individuals with locally advanced or metastatic urothelial carcinoma when all the following criteria are met:
Being used as a single agent; and
Individual meets one of the following criteria:
Has demonstrated disease progression on or after platinum-containing chemotherapy; or
Has demonstrated disease progression within 12 months of receiving neoadjuvant or adjuvant treatment with platinum-containing chemotherapy; and
Has not received treatment with another PD-1 agent (for example, pembrolizumab); and
Current ECOG performance status of 0-2; and
Not receiving therapy for an autoimmune disease or chronic condition requiring treatment with a systemic immunosuppressant.

Investigational and Not Medically Necessary:
The use of nivolumab is considered investigational and not medically necessary when the above criteria are not met, including but not limited to any of the following:
Treatment used as first line therapy, except as described above;
Presence of human immunodeficiency virus (HIV) infection, hepatitis B virus infection, or hepatitis C virus infection;
The reason for treatment is other than for a diagnosis with accompanied criteria noted above."
t,"1.0 Request for initial therapy with ipilimumab (Yervoy®) monotherapy for unresectable or metastatic melanoma requires documentation from the Member’s medical records
maintained by the requesting independent practitioner verifying the following:
1.1 Prescriber must be an oncologist; AND
1.2 Member must have diagnosis of unresectable melanoma or metastatic melanoma;
1.3 If criteria are met, ipilimumab (Yervoy®) is approvable at a dose of 3mg/kg every three (3) weeks x four (4) doses maximum per lifetime.

2 Request for initial therapy with ipilimumab (Yervoy®) for adjuvant treatment of cutaneous melanoma requires documentation from the Member’s medical records maintained by the requesting independent practitioner verifying the following:
2.1 Prescriber must be an oncologist; AND
2.2 Member must have pathologic involvement of regional lymph nodes of more than 1mm and have undergone complete resection, including total lymphadenopathy.
2.3 If criteria are met, ipilimumab (Yervoy®) is approvable at a dose of 10mg/kg every three (3) weeks x four (4) doses, followed by 10mg/kg every 12 weeks until
disease recurrence or unacceptable toxicity for up to 3 years.

Coverage Guidelines
 Member must be eligible and have applicable benefits.
 Member must be over the age of 18 years.
 Prior authorization requests that do not meet clinical criteria in this Procedure will be
forwarded to a Clinical Pharmacist for review."
